   0.47504E+02    0.39202E+02    0.33274E+02    0.50000E+02
   0.46742E+02    0.37082E+02    0.22488E+02    0.50000E+02
   0.46415E+02    0.40665E+02    0.15057E+02    0.50000E+02
   0.46698E+02    0.42488E+02    0.12792E+02    0.50000E+02
   0.47278E+02    0.47920E+02    0.14191E+02    0.50000E+02
   0.47803E+02    0.48569E+02    0.17016E+02    0.50000E+02
   0.48071E+02    0.49144E+02    0.19233E+02    0.50000E+02
   0.48069E+02    0.48082E+02    0.19917E+02    0.50000E+02
   0.47920E+02    0.47948E+02    0.19416E+02    0.50000E+02
   0.47768E+02    0.47865E+02    0.18624E+02    0.50000E+02
   0.46467E+02    0.48135E+02    0.18096E+02    0.50000E+02
   0.46002E+02    0.48508E+02    0.17995E+02    0.50000E+02
   0.45567E+02    0.48620E+02    0.18182E+02    0.50000E+02
   0.45142E+02    0.48695E+02    0.18445E+02    0.50000E+02
   0.44710E+02    0.48469E+02    0.18647E+02    0.50000E+02
   0.45595E+02    0.48276E+02    0.18738E+02    0.50000E+02
   0.45668E+02    0.48113E+02    0.18752E+02    0.50000E+02
   0.45769E+02    0.47928E+02    0.18757E+02    0.50000E+02
   0.45883E+02    0.47831E+02    0.18775E+02    0.50000E+02
   0.46010E+02    0.47661E+02    0.18821E+02    0.50000E+02
   0.43500E+02    0.47525E+02    0.18900E+02    0.50000E+02
   0.42619E+02    0.47303E+02    0.18981E+02    0.50000E+02
   0.41703E+02    0.47067E+02    0.19037E+02    0.50000E+02
   0.40790E+02    0.46789E+02    0.19073E+02    0.50000E+02
   0.39885E+02    0.46491E+02    0.19095E+02    0.50000E+02
   0.38691E+02    0.46175E+02    0.19114E+02    0.50000E+02
   0.37687E+02    0.45826E+02    0.19131E+02    0.50000E+02
   0.36686E+02    0.45470E+02    0.19144E+02    0.50000E+02
   0.35691E+02    0.45075E+02    0.19155E+02    0.50000E+02
   0.34700E+02    0.44687E+02    0.19159E+02    0.50000E+02
   0.34053E+02    0.44261E+02    0.19158E+02    0.50000E+02
   0.33199E+02    0.43856E+02    0.19150E+02    0.50000E+02
   0.32350E+02    0.43413E+02    0.19144E+02    0.50000E+02
   0.31502E+02    0.43002E+02    0.19133E+02    0.50000E+02
   0.30653E+02    0.42551E+02    0.19126E+02    0.50000E+02
   0.30950E+02    0.42146E+02    0.19104E+02    0.50000E+02
   0.30535E+02    0.41704E+02    0.19086E+02    0.50000E+02
   0.30134E+02    0.41322E+02    0.19070E+02    0.50000E+02
   0.29728E+02    0.40899E+02    0.19065E+02    0.50000E+02
   0.29317E+02    0.40544E+02    0.19058E+02    0.50000E+02
   0.30962E+02    0.40151E+02    0.19041E+02    0.50000E+02
   0.31330E+02    0.39846E+02    0.19018E+02    0.50000E+02
   0.31723E+02    0.39505E+02    0.19015E+02    0.50000E+02
   0.32112E+02    0.39254E+02    0.19015E+02    0.50000E+02
   0.32492E+02    0.38960E+02    0.19026E+02    0.50000E+02
   0.35603E+02    0.38769E+02    0.19009E+02    0.50000E+02
   0.37029E+02    0.38543E+02    0.18996E+02    0.50000E+02
   0.38492E+02    0.38430E+02    0.18990E+02    0.50000E+02
   0.39954E+02    0.38265E+02    0.19000E+02    0.50000E+02
   0.41410E+02    0.38216E+02    0.19007E+02    0.50000E+02
   0.45842E+02    0.38108E+02    0.18993E+02    0.50000E+02
